transaction_id,customer_id,amount,transaction_date,product_category,payment_method,store_location
415,762,2099.51,5/28/2025 23:08,Clothing,PayPal,Online
416,542,2049.09,4/15/2025 11:25,Home,PayPal,Online
417,488,2354,1/7/2025 11:41,Sports,PayPal,Los Angeles
418,150,2459.28,3/15/2025 5:30,Electronics,PayPal,Los Angeles
419,977,2731.75,4/10/2025 1:12,Sports,PayPal,Chicago
420,458,3139.12,6/16/2025 11:49,Sports,Credit Card,New York
421,742,353.9,5/13/2025 5:01,Beauty,Credit Card,Miami
422,799,1484.84,5/4/2025 13:17,Home,Cash,Chicago
423,586,1753.52,3/18/2025 1:56,Beauty,Cash,Miami
424,498,433.18,1/4/2025 1:47,Sports,Cash,New York
425,645,4282.09,2/8/2025 18:01,Home,Credit Card,Miami
426,305,16.65,6/4/2025 10:52,Beauty,Debit Card,Miami
427,4,1787.09,4/28/2025 4:34,Beauty,PayPal,Chicago
428,814,4523.09,4/11/2025 23:48,Electronics,Debit Card,Chicago
429,383,1377.09,5/14/2025 13:53,Sports,PayPal,Chicago
430,945,2745.19,4/18/2025 6:51,Beauty,Credit Card,Chicago
431,427,4397.73,5/16/2025 23:54,Home,Debit Card,Miami
432,744,3289.1,4/24/2025 12:33,Home,Credit Card,Los Angeles
433,389,3871.63,2/7/2025 6:06,Clothing,Cash,Los Angeles
434,501,2621.8,3/10/2025 1:20,Electronics,Debit Card,Online
435,619,3789.7,5/8/2025 1:49,Beauty,Credit Card,Los Angeles
436,856,4646.12,1/20/2025 19:18,Clothing,Debit Card,Los Angeles
437,425,2158.6,4/15/2025 6:12,Electronics,Debit Card,Online
438,789,719.64,1/12/2025 16:07,Sports,Credit Card,Chicago
439,407,3691.93,1/2/2025 4:53,Electronics,PayPal,New York
440,590,389.88,4/20/2025 2:45,Home,Cash,Los Angeles
441,623,1815.83,3/19/2025 3:24,Electronics,Debit Card,Miami
442,23,1908.49,4/21/2025 1:10,Beauty,Debit Card,Online
443,651,559.64,4/30/2025 20:02,Electronics,Cash,Online
444,312,482.48,3/2/2025 1:12,Clothing,PayPal,Miami
445,336,1555.81,4/13/2025 3:00,Home,PayPal,Online
446,731,3488.33,5/9/2025 17:11,Home,Debit Card,Online
447,656,4017.06,2/3/2025 15:53,Sports,PayPal,Chicago
448,270,891.01,3/19/2025 15:04,Home,Cash,Online
449,751,,4/20/2025 15:46,Clothing,Debit Card,Online
450,147,125.83,3/24/2025 12:45,Home,Cash,Los Angeles
451,184,1106.44,2/20/2025 15:50,Beauty,Credit Card,Chicago
452,5,1983.52,2/3/2025 14:59,Sports,PayPal,Online
453,622,2566.29,2/19/2025 5:27,Sports,PayPal,Chicago
454,253,4305.83,5/27/2025 14:21,Clothing,Credit Card,Online
455,46,2156.67,3/27/2025 17:16,Beauty,Credit Card,Los Angeles
456,34,4270.26,4/21/2025 20:03,Sports,PayPal,Chicago
457,903,870.01,4/27/2025 5:11,Clothing,Debit Card,Los Angeles
458,301,2973.48,5/1/2025 20:09,Beauty,Credit Card,Online
459,518,4348.74,3/25/2025 1:02,Beauty,PayPal,Chicago
460,389,1488.34,5/19/2025 7:32,Home,Credit Card,Chicago
461,335,3430.42,3/28/2025 19:23,Beauty,Debit Card,New York
462,443,563.67,2/8/2025 22:18,Home,Credit Card,Miami
463,48,1537.01,6/17/2025 3:01,Clothing,Debit Card,New York
464,672,1115.85,4/6/2025 10:24,Electronics,Cash,Chicago
465,346,3674.55,5/16/2025 3:32,Clothing,PayPal,Miami
466,418,1613.21,3/17/2025 10:27,Clothing,Cash,Los Angeles
467,258,996.81,3/2/2025 1:34,Beauty,Debit Card,New York
468,202,3683.34,1/12/2025 7:17,Sports,Debit Card,Online
469,32,4664.71,5/6/2025 10:40,Sports,PayPal,Los Angeles
470,7,3241.66,5/15/2025 15:17,Electronics,PayPal,Los Angeles
471,484,593.6,3/30/2025 23:15,Electronics,Credit Card,Miami
472,746,4261.22,6/11/2025 4:05,Beauty,PayPal,Online
473,981,3032.91,3/17/2025 1:01,Clothing,Cash,Online
474,215,1730.82,6/15/2025 11:38,Beauty,Credit Card,New York
475,636,3628.2,3/8/2025 14:52,Beauty,PayPal,Online
476,65,2963.79,3/29/2025 21:13,Home,PayPal,New York
477,711,4736.24,3/9/2025 19:49,Beauty,Cash,Chicago
478,343,4415.48,3/21/2025 11:01,Beauty,Cash,Chicago
479,452,4541.67,4/30/2025 9:35,Electronics,Debit Card,Online
480,520,3120.78,1/7/2025 18:59,Clothing,Cash,Los Angeles
481,575,2698.86,3/24/2025 5:04,Beauty,Cash,Miami
482,642,2826.89,4/30/2025 11:18,Beauty,Cash,Chicago
483,269,1301.18,5/10/2025 16:46,Electronics,PayPal,Miami
484,393,1334.54,5/25/2025 11:40,Electronics,Debit Card,New York
485,359,2525.69,3/2/2025 3:29,Beauty,Credit Card,New York
486,95,2885.89,3/30/2025 16:14,Clothing,Cash,Los Angeles
487,234,1095.54,6/6/2025 22:01,Clothing,Debit Card,Miami
488,151,,3/11/2025 11:16,Electronics,Debit Card,Chicago
489,462,3433.6,3/4/2025 13:25,Beauty,Debit Card,New York
490,753,505.91,2/3/2025 18:36,Clothing,Credit Card,Online
491,325,1024.59,3/19/2025 12:00,Beauty,Debit Card,Online
492,856,419.47,5/12/2025 12:16,Home,Debit Card,Chicago
493,25,591.95,5/13/2025 6:44,Beauty,Debit Card,Online
494,507,2939.6,5/30/2025 13:45,Clothing,Cash,Miami
495,35,2947.59,4/25/2025 16:52,Clothing,Credit Card,New York
496,258,4220.45,1/21/2025 19:32,Clothing,Credit Card,Chicago
497,91,3009.06,1/29/2025 11:28,Electronics,PayPal,Los Angeles
498,708,943.53,1/22/2025 22:16,Clothing,PayPal,Los Angeles
499,186,,4/1/2025 6:40,Sports,Cash,New York
500,943,489.75,5/26/2025 8:11,Electronics,Cash,Chicago
501,793,1511.92,5/2/2025 20:33,Clothing,Credit Card,Chicago
502,680,2307.3,4/7/2025 5:19,Beauty,Credit Card,New York
503,810,2727.34,5/31/2025 12:10,Home,Debit Card,New York
504,15,3194.72,6/1/2025 14:13,Beauty,Debit Card,Online
505,910,3186.76,3/2/2025 17:45,Sports,Cash,Miami
506,671,2505.52,4/18/2025 15:57,Clothing,PayPal,Miami
507,268,478.78,6/6/2025 18:05,Electronics,Cash,Miami
508,93,2114.68,2/21/2025 20:59,Home,Credit Card,New York
509,82,1592.9,4/22/2025 20:49,Sports,Debit Card,Chicago
510,255,1935.5,2/28/2025 18:01,Electronics,Credit Card,Miami
511,364,3905.2,1/24/2025 11:07,Electronics,PayPal,Los Angeles
512,691,865.39,2/20/2025 16:01,Sports,Debit Card,Chicago
513,759,1127.03,3/20/2025 18:15,Sports,PayPal,Los Angeles
514,708,4129.48,1/27/2025 2:13,Beauty,Debit Card,Online
515,560,1873.63,4/24/2025 2:11,Electronics,Cash,Online
516,585,1106.26,1/5/2025 10:14,Home,Debit Card,Miami
517,62,519.34,4/23/2025 7:40,Home,Cash,Los Angeles
518,834,4163.64,5/10/2025 15:08,Home,PayPal,Online
519,886,2129.02,3/3/2025 6:41,Clothing,Debit Card,Online
520,865,,3/25/2025 23:15,Sports,Cash,New York
521,849,232.25,2/26/2025 11:55,Electronics,Credit Card,Los Angeles
522,34,1037.02,4/13/2025 1:06,Electronics,Credit Card,Chicago
523,128,,5/13/2025 7:41,Sports,Debit Card,Online
524,622,3498.67,3/26/2025 23:06,Clothing,Credit Card,Miami
525,401,3075.67,5/16/2025 16:42,Beauty,PayPal,New York
526,568,4903.02,5/27/2025 18:12,Beauty,PayPal,Chicago
527,261,2728.64,4/24/2025 8:50,Clothing,Cash,Chicago
528,870,4122.15,1/4/2025 18:29,Sports,PayPal,Chicago
529,92,1300.84,5/11/2025 11:53,Beauty,Credit Card,Chicago
530,370,728,4/19/2025 14:48,Home,Cash,New York
531,16,322.34,4/5/2025 11:19,Clothing,Debit Card,Los Angeles
532,995,759.38,3/14/2025 16:56,Home,PayPal,New York
533,725,2766.82,6/14/2025 19:08,Clothing,Credit Card,Los Angeles
534,132,442.29,3/6/2025 2:33,Sports,Cash,Los Angeles
535,900,3204.92,2/11/2025 17:13,Electronics,Credit Card,Miami
536,216,3279.26,1/2/2025 20:44,Clothing,Cash,Online
537,774,3126.16,5/9/2025 3:51,Sports,PayPal,Online
538,806,889.17,3/20/2025 16:31,Beauty,Cash,Miami
539,488,4427.08,3/24/2025 12:27,Electronics,Debit Card,Chicago
540,920,2957.81,3/13/2025 4:35,Clothing,PayPal,Miami
541,202,2542.15,5/23/2025 18:07,Clothing,Debit Card,Online
542,581,3681.02,4/28/2025 2:59,Beauty,PayPal,Miami
543,459,3335.68,4/18/2025 22:53,Beauty,Debit Card,Miami
544,876,1451.65,3/10/2025 4:02,Home,Credit Card,Online
545,760,4508.24,5/8/2025 18:54,Electronics,Credit Card,Los Angeles
546,19,1600.94,3/24/2025 15:39,Beauty,Debit Card,Online
547,164,3634.63,6/13/2025 19:02,Clothing,Debit Card,Los Angeles
548,10,2954.52,5/21/2025 22:54,Sports,Debit Card,Miami
549,907,1484.8,3/4/2025 17:05,Clothing,Cash,Los Angeles
550,939,2422.13,5/26/2025 3:43,Beauty,Credit Card,Chicago
551,385,1711.89,6/4/2025 10:02,Home,Cash,Los Angeles
552,770,502.06,5/18/2025 14:24,Electronics,Cash,Miami
553,879,4872.19,3/17/2025 0:38,Home,PayPal,Los Angeles
554,858,4085.26,1/19/2025 11:06,Electronics,Cash,Miami
555,716,1316.16,5/7/2025 1:39,Sports,Cash,Miami
556,830,4049.01,6/1/2025 14:13,Clothing,PayPal,Miami
557,970,2871.83,2/23/2025 21:59,Clothing,Credit Card,Los Angeles
558,426,1041.41,3/19/2025 11:01,Home,Credit Card,Los Angeles
559,786,3638.43,1/11/2025 17:54,Clothing,Cash,Online
560,12,,2/8/2025 2:57,Beauty,Debit Card,Miami
561,64,1337.28,3/18/2025 18:51,Beauty,Credit Card,Online
562,884,1594.54,5/19/2025 18:50,Clothing,Cash,New York
563,303,2682.71,3/24/2025 17:55,Clothing,Credit Card,Online
564,534,3123.01,2/26/2025 2:59,Sports,Credit Card,Miami
565,126,29.4,2/20/2025 13:22,Beauty,Debit Card,Online
566,563,2527.89,1/7/2025 10:04,Beauty,Debit Card,Online
567,452,4124.38,2/28/2025 1:25,Sports,PayPal,New York
568,163,1033.56,6/3/2025 10:57,Clothing,Cash,Online
569,112,1382.18,1/1/2025 15:07,Beauty,Credit Card,Online
570,18,2929.47,3/18/2025 13:34,Beauty,Credit Card,Miami
571,576,4347.46,5/18/2025 0:46,Electronics,Credit Card,Miami
572,852,4995.63,3/17/2025 11:37,Sports,Credit Card,Chicago
573,514,1679.76,6/14/2025 6:06,Sports,PayPal,Online
574,354,3244.66,2/26/2025 22:43,Home,PayPal,Chicago
575,83,1024.05,5/18/2025 4:14,Clothing,PayPal,New York
576,347,3003.16,4/17/2025 2:25,Home,PayPal,Chicago
577,477,3909.54,5/7/2025 18:14,Sports,Debit Card,Miami
578,866,3707.71,5/16/2025 18:30,Clothing,Credit Card,Online
579,673,1446.25,3/25/2025 20:23,Clothing,Cash,Online
580,878,2987.07,6/6/2025 1:53,Beauty,Debit Card,Chicago
581,126,2970.34,5/18/2025 6:06,Home,Credit Card,Chicago
582,552,453.63,4/19/2025 12:47,Beauty,Cash,New York
583,541,1843.44,3/9/2025 9:07,Sports,Debit Card,Los Angeles
584,147,3063.81,5/31/2025 4:39,Electronics,Debit Card,Los Angeles
585,331,2475.6,3/8/2025 23:52,Home,PayPal,Chicago
586,985,962.84,3/26/2025 2:22,Clothing,Credit Card,Chicago
587,986,3519.14,4/9/2025 11:51,Clothing,Credit Card,Los Angeles
588,192,4069.52,2/10/2025 3:39,Clothing,Debit Card,Chicago
589,403,1669.56,1/27/2025 9:08,Electronics,Credit Card,Miami
590,587,2353.34,3/29/2025 22:08,Clothing,Cash,New York
591,858,765.27,2/11/2025 3:37,Clothing,Credit Card,Miami
592,774,302.48,4/5/2025 14:04,Beauty,Credit Card,Chicago
593,35,73.2,6/10/2025 3:55,Home,Debit Card,New York
594,882,3247.85,4/19/2025 23:44,Electronics,Cash,New York
595,756,4093.96,1/7/2025 13:35,Home,Debit Card,New York
596,710,70.39,2/20/2025 4:44,Sports,Cash,Los Angeles
597,339,4684.87,4/1/2025 0:19,Electronics,Cash,New York
598,769,3890.83,4/30/2025 15:28,Home,Credit Card,Miami
599,106,2605.77,1/1/2025 5:37,Sports,Debit Card,New York
600,310,303.19,1/12/2025 6:52,Clothing,Credit Card,Chicago
601,953,4053.1,5/20/2025 2:44,Electronics,Cash,Online
602,412,4867.64,4/28/2025 8:46,Home,Cash,Miami
603,403,1085.48,2/4/2025 15:15,Clothing,Credit Card,New York
604,73,210.52,2/16/2025 19:56,Sports,Cash,Chicago
605,659,4859.14,6/12/2025 2:53,Home,Credit Card,Miami
606,199,2778.46,6/14/2025 7:21,Electronics,Credit Card,Chicago
607,816,,1/9/2025 11:16,Sports,Cash,Chicago
608,559,2093.69,2/16/2025 6:13,Clothing,Credit Card,New York
609,616,2041.02,3/31/2025 21:19,Home,Debit Card,New York
610,263,3435.23,4/7/2025 1:19,Home,Cash,New York
611,135,951.7,1/19/2025 21:06,Clothing,Debit Card,Online
612,905,,3/1/2025 23:16,Clothing,PayPal,Miami
613,781,4863.58,1/19/2025 10:53,Beauty,Credit Card,Online
614,128,3002.86,3/20/2025 14:18,Beauty,Cash,New York
615,456,3742.1,3/4/2025 2:42,Electronics,PayPal,Miami
616,864,1085.68,2/4/2025 6:07,Sports,Cash,Online
617,995,821.18,1/23/2025 7:39,Electronics,Debit Card,Miami
618,357,1643.13,3/4/2025 4:22,Beauty,Credit Card,Chicago
619,786,3866.7,3/19/2025 12:02,Sports,PayPal,Online
620,232,315.64,2/22/2025 17:41,Beauty,PayPal,Chicago
621,638,4000.22,4/11/2025 0:03,Clothing,Debit Card,Online
622,179,674.93,5/18/2025 5:44,Home,PayPal,Los Angeles
623,206,3590.37,2/6/2025 1:21,Home,PayPal,Chicago
624,429,1064.15,3/8/2025 2:43,Home,Credit Card,Chicago
625,839,4145.2,4/5/2025 5:22,Electronics,Cash,Miami
626,729,4460.94,2/24/2025 2:05,Clothing,PayPal,New York
627,773,2121.87,1/2/2025 7:29,Home,Credit Card,Online
628,446,1550.58,2/12/2025 3:18,Clothing,Debit Card,New York
629,751,3658.64,5/29/2025 5:05,Clothing,PayPal,Los Angeles
630,563,753.01,4/11/2025 12:37,Sports,Cash,New York
631,269,4477.96,1/7/2025 3:26,Electronics,Debit Card,Los Angeles
632,948,696.93,1/14/2025 20:28,Beauty,PayPal,Online
633,181,1969.55,3/31/2025 15:16,Sports,PayPal,Online
634,381,1847,3/16/2025 21:40,Clothing,Debit Card,Chicago
635,16,492.19,1/23/2025 18:39,Clothing,Cash,Miami
636,863,3908.89,4/12/2025 3:40,Electronics,Debit Card,Chicago
637,370,3956.12,5/30/2025 17:14,Beauty,Cash,Chicago
638,331,,4/24/2025 1:40,Home,Credit Card,New York
639,155,1328.84,3/11/2025 22:19,Home,Credit Card,Online
640,172,1461.36,5/20/2025 17:15,Home,Credit Card,Miami
641,406,118.9,1/10/2025 4:32,Clothing,PayPal,Los Angeles
642,262,4324.39,2/1/2025 23:47,Clothing,Cash,Online
643,349,2759.95,2/2/2025 0:47,Sports,Cash,New York
644,283,3277.25,4/11/2025 0:41,Home,Cash,Chicago
645,201,,2/17/2025 4:45,Home,PayPal,Online
646,613,,4/27/2025 9:50,Clothing,Credit Card,Chicago
647,158,,2/22/2025 21:29,Home,Debit Card,Online
648,301,2967.35,2/17/2025 1:18,Beauty,Credit Card,Chicago
649,249,,4/18/2025 10:11,Clothing,PayPal,Chicago
650,928,3717.71,2/24/2025 5:04,Sports,Debit Card,Miami
651,129,23.65,4/11/2025 20:01,Clothing,Credit Card,New York
652,753,1624.31,3/24/2025 22:31,Electronics,PayPal,Los Angeles
653,820,176.24,4/17/2025 17:54,Sports,PayPal,Los Angeles
654,466,30.83,4/26/2025 7:26,Sports,PayPal,Online
655,824,477.78,3/14/2025 16:30,Home,Debit Card,New York
656,85,4811.74,5/29/2025 18:52,Electronics,Debit Card,Chicago
657,848,2906.18,3/1/2025 19:30,Clothing,Debit Card,Los Angeles
658,930,4725.54,1/7/2025 15:41,Beauty,Credit Card,Miami
659,983,4927.28,5/19/2025 0:59,Sports,PayPal,Los Angeles
660,141,308.07,6/5/2025 1:31,Clothing,Debit Card,Online
661,509,165.73,3/12/2025 23:40,Beauty,Debit Card,Chicago
662,713,4384.6,1/21/2025 8:51,Electronics,PayPal,Los Angeles
663,430,2145.28,1/12/2025 18:37,Electronics,PayPal,New York
664,914,2994.89,1/4/2025 4:26,Home,PayPal,Miami
665,894,3362.87,4/3/2025 19:26,Sports,Cash,Chicago
666,211,2927.3,2/23/2025 4:59,Clothing,Cash,Chicago
667,510,903.84,5/17/2025 16:05,Home,Credit Card,New York
668,134,268.31,5/21/2025 23:46,Home,Cash,Online
669,178,3787.45,4/25/2025 10:31,Electronics,Debit Card,Online
670,316,4799.26,3/2/2025 21:03,Beauty,Credit Card,Miami
671,341,916.02,5/14/2025 15:03,Electronics,Cash,Los Angeles
672,556,4535.65,4/6/2025 8:03,Clothing,Credit Card,Miami
673,905,3366.52,4/29/2025 2:13,Sports,Credit Card,Online
674,131,1468.74,5/12/2025 3:59,Clothing,Cash,Chicago
675,675,1088.11,4/30/2025 13:25,Home,Cash,Los Angeles
676,504,1039.99,4/13/2025 12:18,Electronics,PayPal,Online
677,839,3406.17,3/30/2025 7:15,Sports,Debit Card,New York
678,486,2972.65,1/3/2025 2:10,Sports,PayPal,Chicago
679,806,4988.06,3/27/2025 22:51,Home,Debit Card,Online
680,191,2029.14,2/11/2025 12:28,Beauty,Credit Card,Los Angeles
681,17,4752.12,5/31/2025 10:50,Sports,Cash,Miami
682,919,3375.78,6/15/2025 14:52,Electronics,Credit Card,New York
683,45,4402.65,4/3/2025 7:27,Clothing,Debit Card,New York
684,451,4278.58,3/24/2025 8:32,Home,Debit Card,Chicago
685,195,4799.04,1/24/2025 11:23,Electronics,Debit Card,Online
686,924,4929.15,1/2/2025 14:27,Beauty,Credit Card,New York
687,770,442.46,3/3/2025 23:36,Clothing,Debit Card,Miami
688,168,1578.94,4/29/2025 9:08,Electronics,Credit Card,Los Angeles
689,986,1219.88,4/18/2025 10:31,Electronics,Debit Card,Miami
690,925,1727.49,5/27/2025 0:30,Clothing,PayPal,Los Angeles
691,579,4035.73,1/10/2025 18:58,Sports,Credit Card,New York
692,338,4166.24,3/7/2025 18:07,Electronics,Debit Card,Miami
693,714,3751.06,6/15/2025 7:01,Clothing,PayPal,New York
694,605,3791.69,3/7/2025 14:16,Electronics,Debit Card,New York
695,154,2468.45,1/21/2025 0:56,Clothing,Credit Card,Los Angeles
696,322,3772.78,4/27/2025 5:27,Sports,Credit Card,Los Angeles
697,982,4707.6,5/9/2025 9:00,Sports,Debit Card,Los Angeles
698,329,3596.56,4/17/2025 19:14,Home,Credit Card,New York
699,515,4306.89,3/31/2025 8:01,Beauty,PayPal,Online
700,259,3566.26,1/11/2025 3:31,Clothing,Cash,Miami
701,379,1854.24,2/11/2025 16:00,Sports,Debit Card,Miami
702,304,3887.25,5/29/2025 15:28,Sports,Cash,Chicago
703,741,2477.55,1/25/2025 10:25,Home,Debit Card,New York
704,866,4998.17,1/21/2025 19:15,Sports,PayPal,New York
705,676,241.13,4/5/2025 18:52,Sports,Cash,Chicago
706,421,2761.59,3/1/2025 9:21,Beauty,Cash,Chicago
707,613,2047.22,4/28/2025 9:48,Beauty,PayPal,Chicago
708,861,,5/27/2025 12:22,Clothing,PayPal,New York
709,36,990.05,4/15/2025 6:24,Clothing,Credit Card,New York
710,787,4686.67,1/6/2025 22:43,Beauty,PayPal,Online
711,429,2486.3,3/29/2025 4:01,Beauty,Credit Card,Online
712,106,1122.41,4/20/2025 15:12,Clothing,Cash,Chicago
713,704,2205.29,3/20/2025 19:18,Beauty,Debit Card,Miami
714,137,3087.44,2/20/2025 5:49,Beauty,Cash,Los Angeles
715,347,1814.28,6/1/2025 18:05,Home,Cash,Chicago
716,504,3225.42,5/23/2025 16:49,Clothing,Cash,Miami
717,24,4292.9,3/18/2025 8:24,Home,Cash,Los Angeles
718,244,3496.4,2/18/2025 3:03,Home,Cash,Chicago
719,663,3130.7,4/8/2025 9:13,Beauty,Credit Card,Chicago
720,488,2432.17,1/21/2025 20:14,Beauty,Cash,Online
721,22,640.83,5/4/2025 3:33,Sports,Cash,Los Angeles
722,516,2695.54,6/3/2025 19:39,Beauty,Debit Card,Online
723,903,2478.66,4/7/2025 13:37,Beauty,Debit Card,Chicago
724,940,1264.66,2/8/2025 19:36,Electronics,PayPal,New York
725,986,2445.65,3/9/2025 6:13,Clothing,Credit Card,Miami
726,909,4641.79,3/5/2025 12:12,Beauty,Cash,Los Angeles
727,616,2976.51,5/18/2025 5:32,Beauty,PayPal,Miami
728,541,450.6,1/16/2025 23:52,Sports,PayPal,Miami
729,476,4948.7,4/1/2025 11:53,Beauty,PayPal,Los Angeles
730,723,3842.83,1/15/2025 9:59,Electronics,Cash,New York
731,628,4542.16,1/17/2025 11:34,Home,Credit Card,Online
732,582,2259.09,3/29/2025 11:19,Home,Credit Card,Chicago
733,497,4879.74,1/16/2025 6:37,Electronics,Cash,Online
734,988,1130.57,5/18/2025 6:15,Clothing,Credit Card,Online
735,422,3497.63,1/5/2025 21:15,Clothing,PayPal,Chicago
736,685,1158.37,4/8/2025 21:16,Clothing,Cash,Los Angeles
737,684,2723.63,1/12/2025 17:32,Clothing,Credit Card,Chicago
738,756,4466.78,4/1/2025 20:33,Sports,Debit Card,Online
739,918,2252.86,6/8/2025 16:10,Clothing,Debit Card,Chicago
740,669,610.4,1/7/2025 3:27,Electronics,Cash,Miami
741,921,2018.07,6/6/2025 14:11,Sports,Cash,Miami
742,334,1288.9,1/21/2025 6:19,Home,Cash,Los Angeles
743,160,,5/28/2025 19:55,Sports,Debit Card,Los Angeles
744,391,983.05,4/16/2025 21:04,Sports,PayPal,New York
745,427,3196.15,2/24/2025 5:43,Clothing,Credit Card,New York
746,140,2495.65,3/19/2025 5:49,Clothing,Cash,Los Angeles
747,550,3553.6,4/1/2025 8:19,Home,Credit Card,New York
748,256,3735.84,2/26/2025 19:12,Clothing,Credit Card,Chicago
749,338,3852.72,4/21/2025 10:12,Clothing,Cash,Chicago
750,789,3356.68,5/12/2025 2:38,Electronics,Debit Card,Chicago
751,197,803.93,1/3/2025 23:19,Beauty,PayPal,Miami
752,626,,1/20/2025 7:30,Sports,Credit Card,New York
753,27,3558.59,4/25/2025 8:18,Electronics,PayPal,Miami
754,638,3857.12,3/17/2025 16:56,Home,Cash,Los Angeles
755,519,2480.56,1/16/2025 17:21,Sports,Debit Card,New York
756,386,156.92,5/8/2025 20:09,Home,Debit Card,Los Angeles
757,125,2101.8,4/13/2025 6:26,Beauty,PayPal,Chicago
758,855,253.54,5/21/2025 5:27,Clothing,Debit Card,Miami
759,508,2922.08,4/16/2025 21:31,Home,Debit Card,Chicago
760,917,2129.31,3/16/2025 11:52,Home,PayPal,Los Angeles
761,563,961.29,3/1/2025 19:37,Beauty,Credit Card,New York
762,911,4528.12,3/22/2025 17:09,Electronics,Debit Card,Chicago
763,310,4157.31,1/11/2025 20:01,Clothing,Debit Card,Chicago
764,760,1626.65,5/10/2025 2:35,Home,Debit Card,Los Angeles
765,729,,1/1/2025 8:43,Beauty,Credit Card,New York
766,642,2701.87,5/12/2025 0:11,Home,PayPal,New York
767,543,,1/27/2025 17:32,Home,PayPal,Miami
768,277,3465.21,1/19/2025 20:23,Clothing,Cash,Online
769,687,2975.3,5/5/2025 1:55,Beauty,Cash,Miami
770,199,3038.46,5/1/2025 0:19,Sports,PayPal,New York
771,666,2848.76,1/5/2025 7:05,Sports,Cash,Los Angeles
772,410,3895.36,1/25/2025 13:45,Sports,Debit Card,Online
773,407,2734.59,3/27/2025 2:50,Sports,Cash,Chicago
774,731,506.4,6/7/2025 9:42,Electronics,Debit Card,New York
775,742,3237.67,4/12/2025 13:47,Home,Cash,New York
776,770,1951.12,5/29/2025 0:45,Sports,Debit Card,Chicago
777,138,1402.77,6/1/2025 0:30,Sports,PayPal,New York
778,652,2429.41,4/18/2025 22:45,Electronics,Debit Card,Chicago
779,570,2292.32,2/10/2025 16:43,Beauty,Credit Card,Chicago
780,735,3052.6,1/22/2025 4:52,Electronics,Cash,Miami
781,231,4289.58,3/14/2025 1:26,Home,Credit Card,New York
782,358,4977.87,4/8/2025 3:21,Clothing,Debit Card,New York
783,458,306.92,3/9/2025 15:12,Sports,Cash,Chicago
784,612,4594.53,6/11/2025 17:24,Home,Credit Card,New York
785,152,3001.62,5/17/2025 1:48,Electronics,PayPal,Miami
786,405,1794.95,2/6/2025 12:15,Clothing,Credit Card,Chicago
787,767,3990.78,5/9/2025 16:15,Sports,Credit Card,New York
788,779,4514.95,4/20/2025 22:47,Home,Cash,Online
789,963,2825.48,6/2/2025 5:01,Electronics,PayPal,Los Angeles
790,804,,4/19/2025 2:17,Sports,PayPal,Online
791,922,2286.56,1/26/2025 3:22,Sports,Cash,Miami
792,939,4409.04,2/22/2025 4:28,Sports,PayPal,Online
793,496,2000.34,4/26/2025 18:50,Electronics,PayPal,Miami
794,978,4072.62,5/27/2025 18:23,Home,Credit Card,Chicago
795,624,651.34,1/7/2025 23:19,Sports,PayPal,Online
796,173,2937.74,5/24/2025 13:11,Beauty,Cash,Chicago
797,336,1084.71,1/30/2025 5:30,Home,Credit Card,New York
798,236,4593.87,4/9/2025 1:32,Electronics,Debit Card,Chicago
799,137,861.73,1/2/2025 5:01,Home,PayPal,Los Angeles
800,638,3688.46,2/21/2025 12:38,Sports,PayPal,Miami
801,820,,2/5/2025 4:10,Home,Credit Card,Los Angeles
802,937,1825.54,1/12/2025 10:40,Sports,PayPal,Online
803,295,1926.05,2/27/2025 12:16,Clothing,Debit Card,Chicago
804,380,4654.56,1/1/2025 22:43,Sports,Cash,Miami
805,369,2584.3,2/25/2025 18:05,Home,Cash,Los Angeles
806,811,3904.39,3/8/2025 9:41,Clothing,Debit Card,New York
807,950,297.1,5/16/2025 8:31,Sports,Debit Card,New York
808,991,2781.52,5/14/2025 7:30,Clothing,Credit Card,Los Angeles
809,99,3205.34,4/27/2025 4:54,Sports,PayPal,Los Angeles
810,145,4549.12,5/29/2025 5:20,Sports,Credit Card,Miami
811,794,4199.12,6/4/2025 18:31,Home,Cash,Miami
812,397,4087.64,2/24/2025 3:30,Clothing,Credit Card,Miami
813,27,2468.38,5/16/2025 4:49,Home,PayPal,Los Angeles
814,928,2653.98,2/17/2025 7:21,Electronics,Credit Card,Miami
815,589,3656.1,1/24/2025 8:06,Clothing,PayPal,Los Angeles
816,971,,2/5/2025 1:07,Beauty,PayPal,New York
817,797,2042.13,4/23/2025 12:52,Beauty,Credit Card,Chicago
818,768,4442.21,2/21/2025 20:46,Home,Credit Card,New York
819,619,3816.74,3/20/2025 7:30,Home,Credit Card,Online
820,656,,1/30/2025 9:09,Beauty,Cash,Chicago
821,158,1300.79,3/16/2025 5:53,Sports,Cash,Miami
822,806,184.17,5/11/2025 21:12,Sports,Credit Card,Online
823,43,130.85,5/2/2025 2:51,Sports,PayPal,Chicago
824,377,488.95,4/8/2025 22:12,Home,PayPal,Chicago
825,101,936.99,2/8/2025 23:03,Clothing,Credit Card,Los Angeles
826,813,2034.22,1/19/2025 23:23,Beauty,PayPal,Chicago
827,240,3141.98,5/17/2025 18:45,Sports,Credit Card,Online
828,879,1693.57,1/3/2025 4:37,Sports,PayPal,New York
829,245,1562.36,2/5/2025 20:13,Beauty,Credit Card,Chicago
